ASJoseph,West Indies,Pakistan,0,0,0,0,0,65,10,63,2,0,6.3,Sharjah Cricket Stadium,0,0,2016,50
ASJoseph,West Indies,India,5,8,0,0,62.5,57,9,46,2,2,5.111111111111111,Sir Vivian Richards Stadium North Sound,0,1,2017,79
ASJoseph,West Indies,Pakistan,15,30,0,0,50.0,57,9,71,1,0,7.888888888888889,Providence Stadium,0,0,2017,36
ASJoseph,West Indies,Afghanistan,0,0,0,0,0,39,6,15,2,0,2.5,Darren Sammy National Cricket Stadium Gros Islet,0,1,2017,64
ASJoseph,West Indies,Afghanistan,1,5,0,0,20.0,35,5,22,0,0,4.4,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,0,2019,11
ASJoseph,West Indies,England,22,13,2,1,169.23076923076923,62,10,77,4,0,7.7,Kensington Oval Bridgetown,0,0,2017,134
ASJoseph,West Indies,India,3,5,0,0,60.0,41,6,40,1,0,6.666666666666667,Sabina Park Kingston,0,0,2017,26
ASJoseph,West Indies,Afghanistan,27,40,2,1,67.5,60,10,52,1,0,5.2,Darren Sammy National Cricket Stadium Gros Islet,0,0,2017,56
ASJoseph,West Indies,Pakistan,2,6,0,0,33.33333333333333,48,8,62,2,0,7.75,Sheikh Zayed Stadium,0,1,2016,54
ASJoseph,West Indies,Afghanistan,0,0,0,0,0,54,9,61,2,1,6.777777777777778,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,0,2019,58
ASJoseph,West Indies,Afghanistan,0,0,0,0,0,30,5,42,0,0,8.4,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,0,2019,0
ASJoseph,West Indies,India,0,0,0,0,0,50,8,74,2,0,9.25,Queen's Park Oval Port of Spain,0,0,2017,48
ASJoseph,West Indies,India,0,0,0,0,0,48,8,53,1,1,6.625,Queen's Park Oval Port of Spain,0,0,2017,33
